year,country,broadcaster,artist,artistWikiUrl,song,songWikiUrl,language,songwriters,conductors,youtube_url
1956,be,INR,Fud Leclerc,https://en.wikipedia.org/wiki/Fud_Leclerc,Messieurs les noyés de la Seine,,French,Jean Miret|Robert Montal|Jack Say,Léo Souris,U9O3sqlyra0
1956,fr,RTF,Mathé Altéry,https://en.wikipedia.org/wiki/Math%C3%A9_Alt%C3%A9ry,Le Temps perdu,,French,André Lodge|Rachèle Thoreau,Franck Pourcel,dm1L0XyikKI
1956,de,NWRV,Freddy Quinn,https://en.wikipedia.org/wiki/Freddy_Quinn,So geht das jede Nacht,,German,Peter Moesser|Lotar Olias,Fernando Paggi,DJFGwPVKfyk
1956,it,RAI,Franca Raimondi,https://en.wikipedia.org/wiki/Franca_Raimondi,Aprite le finestre,https://en.wikipedia.org/wiki/Aprite_le_finestre,Italian,Virgilio Panzuti|Pino Perotti,Gian Stellari,HHA1mC2RkKc
1956,lu,CLT,Michèle Arnaud,https://en.wikipedia.org/wiki/Mich%C3%A8le_Arnaud,Les Amants de minuit,,French,Pierre Lambry|Simone Laurencin,Jacques Lasry,Pv7GJkqtNuc
1956,nl,NTS,Corry Brokken,https://en.wikipedia.org/wiki/Corry_Brokken,Voorgoed voorbij,,Dutch,Jelle de Vries,Fernando Paggi,6OjNzLaifFM
1956,ch,SRG SSR,Lys Assia,https://en.wikipedia.org/wiki/Lys_Assia,Das alte Karussell,,German,Georg Benz Stahl,Fernando Paggi,11gRqqnYenA
1957,at,ORF,Bob Martin,,"Wohin, kleines Pony?",,German,Kurt Svab|Hans Werner,Carl de Groof,5mETWk_nB1Q
1957,be,NIR,Bobbejaan Schoepen,https://en.wikipedia.org/wiki/Bobbejaan_Schoepen,Straatdeuntje,,Dutch,Eric Franssen|Harry Frékin,Willy Berking,mu8ueVHTb9k
1957,dk,Statsradiofonien,Birthe Wilke,https://en.wikipedia.org/wiki/Birthe_Wilke,Skibet skal sejle i nat,,Danish,Erik Fiehn|Paul Sørensen,Kai Mortensen,vX3WRMF5TuY
1957,fr,RTF,Paule Desjardins,https://en.wikipedia.org/wiki/Paule_Desjardins,La Belle amour,,French,Francis Carco|Guy Lafarge,Paul Durand,g2-XDnBHEbc
1957,de,HR,Margot Hielscher,https://en.wikipedia.org/wiki/Margot_Hielscher,"Telefon, Telefon",,German,Friedrich Meyer|Ralph Maria Siegel,Willy Berking,NoDpE2LtoZA
1957,it,RAI,Nunzio Gallo,https://en.wikipedia.org/wiki/Nunzio_Gallo,Corde della mia chitarra,https://en.wikipedia.org/wiki/Corde_della_mia_chitarra,Italian,Giuseppi Cavaliere|Mario Ruccione,Armando Trovajoli,uUPzp2XJIyo
1957,lu,CLT,Danièle Dupré,https://en.wikipedia.org/wiki/Dani%C3%A8le_Dupr%C3%A9,Tant de peine,,French,Jean-Pierre Kemmer|Jacques Taber,Willy Berking,-0nMxZ8L1cI
1957,nl,NTS,Corry Brokken,https://en.wikipedia.org/wiki/Corry_Brokken,Net als toen,https://en.wikipedia.org/wiki/Net_als_toen,Dutch,Willy van Hemert|Guus Jansen,Dolf van der Linden,e5gLyP977ew
1957,ch,SRG SSR,Lys Assia,https://en.wikipedia.org/wiki/Lys_Assia,L'Enfant que j'étais,,French,Émile Gardaz|Géo Voumard,Willy Berking,16ltDhw2lxs
1957,gb,BBC,Patricia Bredin,https://en.wikipedia.org/wiki/Patricia_Bredin,All,,English,Alan Stranks|Reynell Wreford,Eric Robinson,LGHNEpTNcXU
1958,at,ORF,Liane Augustin,https://en.wikipedia.org/wiki/Liane_Augustin,Die ganze Welt braucht Liebe,,German,Günther Leopold|Kurt Werner,Willy Fantl,rXnNYa01hYg
1958,be,INR,Fud Leclerc,https://en.wikipedia.org/wiki/Fud_Leclerc,Ma petite chatte,,French,André Dohet,Dolf van der Linden,i-k1TjSHSjU
1958,dk,Statsradiofonien,Raquel Rastenni,https://en.wikipedia.org/wiki/Raquel_Rastenni,Jeg rev et blad ud af min dagbog,,Danish,Harry Jensen|Sven Ulrik,Kai Mortensen,IGMLrLgVmR0
1958,fr,RTF,André Claveau,https://en.wikipedia.org/wiki/Andr%C3%A9_Claveau,Dors mon amour,"https://en.wikipedia.org/wiki/Dors,_mon_amour",French,Pierre Delanoë|Hubert Giraud,Franck Pourcel,H2CQBXmgBmM
1958,de,WDR,Margot Hielscher,https://en.wikipedia.org/wiki/Margot_Hielscher,Für zwei Groschen Musik,,German,Walter Brandin|Friedrich Meyer|Fred Rauch,Dolf van der Linden,cwGVd7Cj1sw
1958,it,RAI,Domenico Modugno,https://en.wikipedia.org/wiki/Domenico_Modugno,"Nel blu, dipinto di blu","https://en.wikipedia.org/wiki/Nel_blu,_dipinto_di_blu_(song)",Italian,Franco Migliacci|Domenico Modugno,Alberto Semprini,6DTo5aVLq5E
1958,lu,CLT,Solange Berry,,Un grand amour,,French,Michel Eric|Monique Laniece|Raymond Roche,Dolf van der Linden,si14zjMHrhI
1958,nl,NTS,Corry Brokken,https://en.wikipedia.org/wiki/Corry_Brokken,Heel de wereld,,Dutch,Benny Vreden,Dolf van der Linden,yoiVXVA8fs8
1958,se,SR,Alice Babs,https://en.wikipedia.org/wiki/Alice_Babs,Lilla stjärna,https://en.wikipedia.org/wiki/Lilla_stj%C3%A4rna,Swedish,Åke Gerhard|Gunnar Wersén,Dolf van der Linden,f5DNvsB94uI
1958,ch,SRG SSR,Lys Assia,https://en.wikipedia.org/wiki/Lys_Assia,Giorgio,,"German, Italian",Paul Burkhard|Fridolin Tschudi,Paul Burkhard,gGsalvX8K4c
1959,at,ORF,Ferry Graf,https://en.wikipedia.org/wiki/Ferry_Graf,Der K. und K. Kalypso aus Wien,,German,Günther Leopold|Norbert Pawlicki,Franck Pourcel,_PMFkXaW090
1959,be,NIR,Bob Benny,https://en.wikipedia.org/wiki/Bob_Benny,Hou toch van mij,,Dutch,Hans Flower|Ke Riema,Francis Bay,VkxrfcoSwOs
1959,dk,DR,Birthe Wilke,https://en.wikipedia.org/wiki/Birthe_Wilke,"Uh, jeg ville ønske, jeg var dig",,Danish,Carl Andersen|Otto Lington,Kai Mortensen,0HkweMhGKG8
1959,fr,RTF,Jean Philippe,https://en.wikipedia.org/wiki/Jean_Philippe,Oui oui oui oui,,French,Pierre Cour|Hubert Giraud,Franck Pourcel,S8muEiL3pyA
1959,de,HR,Alice and Ellen Kessler,https://en.wikipedia.org/wiki/Kessler_Twins,Heut' woll'n wir tanzen geh'n,,German,Astrid Voltmann|Helmut Zander,Franck Pourcel,hetvfnTLsT0
1959,it,RAI,Domenico Modugno,https://en.wikipedia.org/wiki/Domenico_Modugno,Piove,"https://en.wikipedia.org/wiki/Piove_(Ciao,_ciao_bambina)",Italian,Domenico Modugno|Dino Verde,William Galassini,n0enVNAU5sY
1959,mc,TMC,Jacques Pills,https://en.wikipedia.org/wiki/Jacques_Pills,Mon ami Pierrot,,French,Raymond Bravard|Florence Véran,Franck Pourcel,Gwqzn3FNVWw
1959,nl,NTS,Teddy Scholten,https://en.wikipedia.org/wiki/Teddy_Scholten,Een beetje,https://en.wikipedia.org/wiki/%27n_Beetje,Dutch,Willy van Hemert|Dick Schallies,Dolf van der Linden,DG12m8uF8nc
1959,se,SR,Brita Borg,https://en.wikipedia.org/wiki/Brita_Borg,Augustin,,Swedish,Åke Gerhard|Harry Sandin,Franck Pourcel,AsTBC75F5Ds
1959,ch,SRG SSR,Christa Williams,https://en.wikipedia.org/wiki/Christa_Williams,Irgendwoher,,German,Lothar Löffler,Franck Pourcel,uAB_OJ8UveU
1959,gb,BBC,Pearl Carr and Teddy Johnson,https://en.wikipedia.org/wiki/Pearl_Carr_and_Teddy_Johnson,Sing Little Birdie,"https://en.wikipedia.org/wiki/Sing,_Little_Birdie",English,Stan Butcher|Syd Cordell,Eric Robinson,0m4ADnfu91k
1960,at,ORF,Harry Winter,https://en.wikipedia.org/wiki/Harry_Winter,Du hast mich so fasziniert,,German,Robert Gilbert|Robert Stolz,Robert Stolz,wSdNep2GPUE
1960,be,INR,Fud Leclerc,https://en.wikipedia.org/wiki/Fud_Leclerc,Mon amour pour toi,,French,Robert Montal|Jack Say,Henri Segers,byD35ZhNeI8
1960,dk,DR,Katy Bødtger,https://en.wikipedia.org/wiki/Katy_B%C3%B8dtger,Det var en yndig tid,,Danish,Sven Buemann|Vilfred Kjær,Kai Mortensen,WgBhdYQkIr0
1960,fr,RTF,Jacqueline Boyer,https://en.wikipedia.org/wiki/Jacqueline_Boyer,Tom Pillibi,https://en.wikipedia.org/wiki/Tom_Pillibi,French,Pierre Cour|André Popp,Franck Pourcel,pL2cekes0yo
1960,de,HR,Wyn Hoop,https://en.wikipedia.org/wiki/Wyn_Hoop,Bonne nuit ma chérie,,German,Franz Josef Breuer|Kurt Schwabach,Franz Josef Breuer,3dP6ASCSLSk
1960,it,RAI,Renato Rascel,https://en.wikipedia.org/wiki/Renato_Rascel,Romantica,https://en.wikipedia.org/wiki/Romantica_(song),Italian,Renato Rascel|Dino Verde,Cinico Angelini,JfeQAUOktng
1960,lu,CLT,Camillo Felgen,https://en.wikipedia.org/wiki/Camillo_Felgen,So laang we's du do bast,,Luxembourgish,Henri Moots|Jean Roderès,Eric Robinson,csoaoaVg_I8
1960,mc,TMC,François Deguelt,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Deguelt,Ce soir-là,,French,Pierre Dorsey|Hubert Giraud,Raymond Lefèvre,AMi5qpBbSVw
1960,nl,NTS,Rudi Carrell,https://en.wikipedia.org/wiki/Rudi_Carrell,Wat een geluk,,Dutch,Willy van Hemert|Dick Schallies,Dolf van der Linden,eLx8spP9XwE
1960,no,NRK,Nora Brockstedt,https://en.wikipedia.org/wiki/Nora_Brockstedt,Voi-voi,,Norwegian,Georg Elgaaen,Øivind Bergh,gvPieP0mys4
1960,se,SR,Siw Malmkvist,https://en.wikipedia.org/wiki/Siw_Malmkvist,Alla andra får varann,,Swedish,Åke Gerhard|Ulf Källqvist,Thore Ehrling,t5zNjGUkUec
1960,ch,SRG SSR,Anita Traversi,https://en.wikipedia.org/wiki/Anita_Traversi,Cielo e terra,,Italian,Mario Robbiani,Cédric Dumont,wQFa5bcRXUE
1960,gb,BBC,Bryan Johnson,https://en.wikipedia.org/wiki/Bryan_Johnson_(singer),"Looking High, High, High","https://en.wikipedia.org/wiki/Looking_High,_High,_High",English,John Watson,Eric Robinson,C2GivwSboXM
1961,at,ORF,Jimmy Makulis,https://en.wikipedia.org/wiki/Jimmy_Makulis,Sehnsucht,,German,Leopold Andrejewitsch,Franck Pourcel,GYYr9pLQNOQ
1961,be,BRT,Bob Benny,https://en.wikipedia.org/wiki/Bob_Benny,"September, gouden roos",,Dutch,Wim Brabants|Hans Flower,Francis Bay,lwEBgI8-KLs
1961,dk,DR,Dario Campeotto,https://en.wikipedia.org/wiki/Dario_Campeotto,Angelique,,Danish,Aksel V. Rasmussen,Kai Mortensen,OdhVPUcimAM
1961,fi,YLE,Laila Kinnunen,https://en.wikipedia.org/wiki/Laila_Kinnunen,Valoa ikkunassa,,Finnish,Eino Hurme|Sauvo Puhtila,George de Godzinsky,xMu44znU-8A
1961,fr,RTF,Jean-Paul Mauric,https://en.wikipedia.org/wiki/Jean-Paul_Mauric,Printemps (avril carillonne),,French,Francis Baxter|Guy Favereau,Franck Pourcel,Ci-6Sl2jO_4
1961,de,HR,Lale Andersen,https://en.wikipedia.org/wiki/Lale_Andersen,Einmal sehen wir uns wieder,,"German, French",Ernst Bader|Rudolf Maluck,Franck Pourcel,FGAfCD0mzVc
1961,it,RAI,Betty Curtis,https://en.wikipedia.org/wiki/Betty_Curtis,Al di là,https://en.wikipedia.org/wiki/Al_di_l%C3%A0,Italian,Carlo Donida|Giulio Rapetti,Gianfranco Intra,yUt5XlrAAY4
1961,lu,CLT,Jean-Claude Pascal,https://en.wikipedia.org/wiki/Jean-Claude_Pascal,Nous les amoureux,https://en.wikipedia.org/wiki/Nous_les_amoureux,French,Jacques Datin|Maurice Vidalin,Léo Chauliac,g5ZDbEBt3iY
1961,mc,TMC,Colette Deréal,https://en.wikipedia.org/wiki/Colette_Der%C3%A9al,"Allons, allons les enfants",,French,Pierre Delanoë|Hubert Giraud,Raymond Lefèvre,mg1ydx9FCyA
1961,nl,NTS,Greetje Kauffeld,https://en.wikipedia.org/wiki/Greetje_Kauffeld,Wat een dag,,Dutch,Pieter Goemans|Dick Schallies,Dolf van der Linden,eBnIF9gQxkg
1961,no,NRK,Nora Brockstedt,https://en.wikipedia.org/wiki/Nora_Brockstedt,Sommer i Palma,,Norwegian,Egil Hagen|Jan Wølner,Øivind Bergh,5i_BCD46-fo
1961,es,TVE,Conchita Bautista,https://en.wikipedia.org/wiki/Conchita_Bautista,Estando contigo,https://en.wikipedia.org/wiki/Estando_contigo,Spanish,Augusto Algueró|Antonio Guijarro,Rafael Ferrer,FAvnLCTvIwo
1961,se,SR,Lill-Babs,https://en.wikipedia.org/wiki/Lill-Babs,"April, april",,Swedish,Bo Eneby|Bobbie Ericsson,William Lind,JzldSvZG6cc
1961,ch,SRG SSR,Franca di Rienzo,https://en.wikipedia.org/wiki/Franca_di_Rienzo,Nous aurons demain,,French,Émile Gardaz|Géo Voumard,Fernando Paggi,03-NjbYQz14
1961,gb,BBC,The Allisons,https://en.wikipedia.org/wiki/The_Allisons,Are You Sure?,https://en.wikipedia.org/wiki/Are_You_Sure%3F_(The_Allisons_song),English,John Alford|Bob Day,Harry Robinson,ySufc64ssis
1961,yu,JRT,Ljiljana Petrović,https://en.wikipedia.org/wiki/Ljiljana_Petrovi%C4%87,"Neke davne zvezde"" (Неке давне звезде)",,Serbo-Croatian,Miroslav Antić|Jože Privšek,Jože Privšek,0F7t2NFx8Ew
1962,at,ORF,Eleonore Schwarz,https://en.wikipedia.org/wiki/Eleonore_Schwarz,Nur in der Wiener Luft,,German,Bruno Uher,Bruno Uher,1cRmfgPeK40
1962,be,RTB,Fud Leclerc,https://en.wikipedia.org/wiki/Fud_Leclerc,Ton nom,,French,Eric Channe|Tony Golan,Henri Segers,nJ5wY_NIEGM
1962,dk,DR,Ellen Winther,https://en.wikipedia.org/wiki/Ellen_Winther,Vuggevise,,Danish,Kjeld Bonfils|Sejr Volmer-Sørensen,Kai Mortensen,fdEXLuIFSrA
1962,fi,YLE,Marion Rung,https://en.wikipedia.org/wiki/Marion_Rung,Tipi-tii,,Finnish,Jaakko Salo|Kari Tuomisaari,George de Godzinsky,vn3ufKi2PXw
1962,fr,RTF,Isabelle Aubret,https://en.wikipedia.org/wiki/Isabelle_Aubret,Un premier amour,https://en.wikipedia.org/wiki/Un_premier_amour,French,Roland Valade|Claude-Henri Vic,Franck Pourcel,KNeYh0Rh6_8
1962,de,SWF,Conny Froboess,https://en.wikipedia.org/wiki/Cornelia_Froboess,Zwei kleine Italiener,,German,Christian Bruhn|Georg Buschor,Rolf-Hans Müller,FMPBVUgyRiI
1962,it,RAI,Claudio Villa,https://en.wikipedia.org/wiki/Claudio_Villa,"Addio, addio","https://en.wikipedia.org/wiki/Addio,_addio",Italian,Franco Migliacci|Domenico Modugno,Cinico Angelini,npD6wev8Dtw
1962,lu,CLT,Camillo Felgen,https://en.wikipedia.org/wiki/Camillo_Felgen,Petit bonhomme,,French,Jacques Datin|Maurice Vidalin,Jean Roderès,iPyam2tNeRg
1962,mc,TMC,François Deguelt,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Deguelt,Dis rien,,French,René Rouzaud|Henri Salvador,Raymond Lefèvre,Qeyse4ot0h0
1962,nl,NTS,De Spelbrekers,https://en.wikipedia.org/wiki/De_Spelbrekers,Katinka,,Dutch,Henny Hamhuis|Lodewijk Post|Joop Stokkermans,Dolf van der Linden,DPzoydLh5YY
1962,no,NRK,Inger Jacobsen,https://en.wikipedia.org/wiki/Inger_Jacobsen,"Kom sol, kom regn",,Norwegian,Ivar Andersen|Kjell Karlsen,Øivind Bergh,58QSyaUc6Ms
1962,es,TVE,Víctor Balaguer,https://en.wikipedia.org/wiki/V%C3%ADctor_Balaguer_(singer),Llámame,,Spanish,Miguel Portoles|Mario Selles,Jean Roderès,1bqOFeTvXmA
1962,se,SR,Inger Berggren,https://en.wikipedia.org/wiki/Inger_Berggren,Sol och vår,,Swedish,Åke Gerhard|Ulf Källqvist,Egon Kjerrman,hJAC1hZ7mg8
1962,ch,SRG SSR,Jean Philippe,https://en.wikipedia.org/wiki/Jean_Philippe,Le Retour,,French,Émile Gardaz|Géo Voumard,Cédric Dumont,UMCltpzNK64
1962,gb,BBC,Ronnie Carroll,https://en.wikipedia.org/wiki/Ronnie_Carroll,Ring-A-Ding Girl,https://en.wikipedia.org/wiki/Ring-A-Ding_Girl,English,Stan Butcher|Syd Cordell,Wally Stott,ABJgaFnCn40
1962,yu,JRT,Lola Novaković,https://en.wikipedia.org/wiki/Lola_Novakovi%C4%87,"Ne pali svetla u sumrak"" (Не пали светла у сумрак)",,Serbo-Croatian,Dragutin Britvić|Jože Privšek,Jože Privšek,Bfd8_B10x9g
1963,at,ORF,Carmela Corren,https://en.wikipedia.org/wiki/Carmela_Corren,Vielleicht geschieht ein Wunder,,German,Erwin Halletz|Norman Newell|Peter Wehle,Erwin Halletz,biJfeQaHZe0
1963,be,BRT,Jacques Raymond,https://en.wikipedia.org/wiki/Jacques_Raymond,Waarom?,,Dutch,Wim Brabants|Hans Flower,Francis Bay,Pi4vDTGHArQ
1963,dk,DR,Grethe,https://en.wikipedia.org/wiki/Grethe_Ingmann,Dansevise,https://en.wikipedia.org/wiki/Dansevise,Danish,Otto Francker|Sejr Volmer-Sørensen,Kai Mortensen,AYyhJvRE3mQ
1963,fi,YLE,Laila Halme,https://en.wikipedia.org/wiki/Laila_Halme,Muistojeni laulu,,Finnish,Börje Sundgren,George de Godzinsky,632aaGy8QGk
1963,fr,RTF,Alain Barrière,https://en.wikipedia.org/wiki/Alain_Barri%C3%A8re,Elle était si jolie,https://en.wikipedia.org/wiki/Elle_%C3%A9tait_si_jolie,French,A. Migiani|Alain Barrière,Franck Pourcel,_2tzFKthcVs
1963,de,HR,Heidi Brühl,https://en.wikipedia.org/wiki/Heidi_Br%C3%BChl,Marcel,,German,Charly Niessen,Willy Berking,K0kB6xoGM8g
1963,it,RAI,Emilio Pericoli,https://en.wikipedia.org/wiki/Emilio_Pericoli,Uno per tutte,https://en.wikipedia.org/wiki/Uno_per_tutte,Italian,Giulio Rapetti|Tony Renis|Alberto Testa,Gigi Cichellero,gn8GMilGDZw
1963,lu,CLT,Nana Mouskouri,https://en.wikipedia.org/wiki/Nana_Mouskouri,À force de prier,https://en.wikipedia.org/wiki/%C3%80_force_de_prier,French,Raymond Bernard|Pierre Delanoë,Eric Robinson,98HlhsUVX70
1963,mc,TMC,Françoise Hardy,https://en.wikipedia.org/wiki/Fran%C3%A7oise_Hardy,L'amour s'en va,https://en.wikipedia.org/wiki/L%27amour_s%27en_va,French,Françoise Hardy,Raymond Lefèvre,YgoaMzC3W18
1963,nl,NTS,Annie Palmen,https://en.wikipedia.org/wiki/Annie_Palmen,Een speeldoos,,Dutch,Pieter Goemans,Eric Robinson,lWINVYSsrTU
1963,no,NRK,Anita Thallaug,https://en.wikipedia.org/wiki/Anita_Thallaug,Solhverv,,Norwegian,Dag Kristoffersen,Øivind Bergh,kaOIm-2hfm4
1963,es,TVE,José Guardiola,https://en.wikipedia.org/wiki/Jos%C3%A9_Guardiola,Algo prodigioso,,Spanish,Fernando Garcia Morcillo|Camillo Murillo Janero,Rafael Ibarbia,lO5xI5PkdOQ
1963,se,SR,Monica Zetterlund,https://en.wikipedia.org/wiki/Monica_Zetterlund,En gång i Stockholm,,Swedish,Bobbie Ericsson|Beppe Wolgers,William Lind,IReJgMZ8Z6k
1963,ch,SRG SSR,Esther Ofarim,https://en.wikipedia.org/wiki/Esther_Ofarim,T'en va pas,,French,Émile Gardaz|Géo Voumard,Eric Robinson,2IugsFPu5JY
1963,gb,BBC,Ronnie Carroll,https://en.wikipedia.org/wiki/Ronnie_Carroll,Say Wonderful Things,https://en.wikipedia.org/wiki/Say_Wonderful_Things_(song),English,Philip Green|Norman Newell,Eric Robinson,rwOOqARFxB4
1963,yu,JRT,Vice Vukov,https://en.wikipedia.org/wiki/Vice_Vukov,"Brodovi"" (Бродови)",,Serbo-Croatian,Mario Nardelli,Miljenko Prohaska,fi0HHCI8698
1964,at,ORF,Udo Jürgens,https://en.wikipedia.org/wiki/Udo_J%C3%BCrgens,"Warum nur, warum?","https://en.wikipedia.org/wiki/Warum_nur,_warum%3F",German,Udo Jürgens,Johannes Fehring,KrN_p9jbsfk
1964,be,RTB,Robert Cogoi,https://en.wikipedia.org/wiki/Robert_Cogoi,Près de ma rivière,,French,Robert Cogoi,Henri Segers,J3F1lYxBv9s
1964,dk,DR,Bjørn Tidmand,https://en.wikipedia.org/wiki/Bj%C3%B8rn_Tidmand,Sangen om dig,,Danish,Mogens Dam|Aksel V. Rasmussen,Kai Mortensen,gJ3GR2usfwU
1964,fi,YLE,Lasse Mårtenson,https://en.wikipedia.org/wiki/Lasse_M%C3%A5rtenson,Laiskotellen,,Finnish,Lasse Mårtenson|Sauvo Puhtila,George de Godzinsky,az0qmvY29mo
1964,fr,RTF,Rachel,https://en.wikipedia.org/wiki/Rachel_(singer),Le Chant de Mallory,,French,Pierre Cour|André Popp,Franck Pourcel,qq_1Kg2-8PU
1964,de,HR,Nora Nova,https://en.wikipedia.org/wiki/Nora_Nova,Man gewöhnt sich so schnell an das Schöne,,German,Rudi von der Dovenmühle|Niels Nobach,Willy Berking,xFFiqaB30t8
1964,it,RAI,Gigliola Cinquetti,https://en.wikipedia.org/wiki/Gigliola_Cinquetti,Non ho l'età,https://en.wikipedia.org/wiki/Non_ho_l%27et%C3%A0,Italian,Mario Panzeri|Nicola Salerno,Gianfranco Monaldi,Utd9cHBPfRA
1964,lu,CLT,Hugues Aufray,https://en.wikipedia.org/wiki/Hugues_Aufray,Dès que le printemps revient,https://en.wikipedia.org/wiki/D%C3%A8s_que_le_printemps_revient,French,Hugues Aufray|Jacques Plante,Jacques Denjean,HQPy7voOC10
1964,mc,TMC,Romuald,https://en.wikipedia.org/wiki/Romuald_Figuier,Où sont-elles passées,,French,Pierre Barouh|Francis Lai,Michel Colombier,bemKlMd39fc
1964,nl,NTS,Anneke Grönloh,https://en.wikipedia.org/wiki/Anneke_Gr%C3%B6nloh,Jij bent mijn leven,,Dutch,Ted Powder|René de Vos,Dolf van der Linden,mT51r1Up21A
1964,no,NRK,Arne Bendiksen,https://en.wikipedia.org/wiki/Arne_Bendiksen,Spiral,,Norwegian,Egil Hagen|Sigurd Jansen,Karsten Andersen,V6ecLdbR_is
1964,pt,RTP,António Calvário,https://en.wikipedia.org/wiki/Ant%C3%B3nio_Calv%C3%A1rio,Oração,,Portuguese,Rogério Braçinha|João Nobre|Francisco Nicholson,Kai Mortensen,avK0zW4LRwg
1964,es,TVE,Nelly with Tim and Tony,https://en.wikipedia.org/wiki/Los_TNT,Caracola,,Spanish,Fina de Calderón,Rafael Ibarbia,jWtEypoNSno
1964,ch,SRG SSR,Anita Traversi,https://en.wikipedia.org/wiki/Anita_Traversi,I miei pensieri,,Italian,Sanzio Chiesa|Giovanni Pelli,Fernando Paggi,_LVzg3_6Wmo
1964,gb,BBC,Matt Monro,https://en.wikipedia.org/wiki/Matt_Monro,I Love the Little Things,https://en.wikipedia.org/wiki/I_Love_the_Little_Things,English,Tony Hatch,Harry Rabinowitz,3aopcEG5Yfc
1964,yu,JRT,Sabahudin Kurt,https://en.wikipedia.org/wiki/Sabahudin_Kurt,"Život je sklopio krug"" (Живот је склопио круг)",,Serbo-Croatian,Srđan Matijević|Stevan Raičković,Radivoje Spasić,6A9BH2Za1d0
1965,at,ORF,Udo Jürgens,https://en.wikipedia.org/wiki/Udo_J%C3%BCrgens,"Sag ihr, ich lass sie grüßen",,German,Frank Bohlen|Udo Jürgens,Gianni Ferrio,G4qjmqacMTA
1965,be,BRT,Lize Marke,https://en.wikipedia.org/wiki/Lize_Marke,Als het weer lente is,,Dutch,Jaak Dreesen|Jef Van den Berg,Gaston Nuyts,fChcH7yu3Qc
1965,dk,DR,Birgit Brüel,https://en.wikipedia.org/wiki/Birgit_Br%C3%BCel,For din skyld,,Danish,Poul Henningsen|Jørgen Jersild,Arne Lamberth,Vd5ArHG65U0
1965,fi,YLE,Viktor Klimenko,https://en.wikipedia.org/wiki/Viktor_Klimenko_(singer),Aurinko laskee länteen,,Finnish,Reino Helismaa|Toivo Kärki,George de Godzinsky,YxC-ieoMj8A
1965,fr,ORTF,Guy Mardel,https://en.wikipedia.org/wiki/Guy_Mardel,N'avoue jamais,,French,Françoise Dorin|Guy Mardel,Franck Pourcel,vmVnRGU7QfM
1965,de,NDR,Ulla Wiesner,https://en.wikipedia.org/wiki/Ulla_Wiesner,"Paradies, wo bist du?",,German,Hans Blum|Barbara Kist,Alfred Hause,3biE-kqszkk
1965,ie,RÉ,Butch Moore,https://en.wikipedia.org/wiki/Butch_Moore,I'm Walking the Streets in the Rain,,English,Teresa Conlon|Joe Harrigan|George Prendergast,Gianni Ferrio,6RVo0MD9rB8
1965,it,RAI,Bobby Solo,https://en.wikipedia.org/wiki/Bobby_Solo,"Se piangi, se ridi","https://en.wikipedia.org/wiki/Se_piangi,_se_ridi",Italian,Gianni Marchetti|Giulio Rapetti|Roberto Satti,Gianni Ferrio,jJjRG6GHuDs
1965,lu,CLT,France Gall,https://en.wikipedia.org/wiki/France_Gall,"Poupée de cire, poupée de son","https://en.wikipedia.org/wiki/Poup%C3%A9e_de_cire,_poup%C3%A9e_de_son",French,Serge Gainsbourg,Alain Goraguer,7cv9NIzGmSI
1965,mc,TMC,Marjorie Noël,https://en.wikipedia.org/wiki/Marjorie_No%C3%ABl,Va dire à l'amour,,French,Raymond Bernard|Jacques Mareuil,Raymond Bernard,VECQD6-eDg4
1965,nl,NTS,Conny Vandenbos,https://en.wikipedia.org/wiki/Conny_Vandenbos,Het is genoeg,,Dutch,Johnny Holshuyzen|Joke van Soest,Dolf van der Linden,biu20ms4udc
1965,no,NRK,Kirsti Sparboe,https://en.wikipedia.org/wiki/Kirsti_Sparboe,Karusell,,Norwegian,Jolly Kramer-Johansen,Øivind Bergh,7r_wetdKq1w
1965,pt,RTP,Simone de Oliveira,https://en.wikipedia.org/wiki/Simone_de_Oliveira,Sol de inverno,,Portuguese,Jerónimo Bragança|Carlos Nóbrega e Sousa,Fernando de Carvalho,VECQD6-eDg4
1965,es,TVE,Conchita Bautista,https://en.wikipedia.org/wiki/Conchita_Bautista,"Qué bueno, qué bueno",,Spanish,Antonio Figueroa Egea,Adolfo Ventas Rodríguez,V9TbIw45Gec
1965,se,SR,Ingvar Wixell,https://en.wikipedia.org/wiki/Ingvar_Wixell,Absent Friend,,English,Alf Henrikson|Dag Wirén,William Lind,Ab5HKubM9sA
1965,ch,SRG SSR,Yovanna,https://en.wikipedia.org/wiki/Yovanna,"Non, à jamais sans toi",,French,Bob Calfati|Jean Charles,Mario Robbiani,lYCmykU9i9w
1965,gb,BBC,Kathy Kirby,https://en.wikipedia.org/wiki/Kathy_Kirby,I Belong,https://en.wikipedia.org/wiki/I_Belong_(Kathy_Kirby_song),English,Phil Peters|Peter Lee Sterling,Eric Robinson,OeDI52bdntQ
1965,yu,JRT,Vice Vukov,https://en.wikipedia.org/wiki/Vice_Vukov,"Čežnja"" (Чежња)",,Serbo-Croatian,Julio Marić|Žarko Roje,Radivoje Spasić,iXJxDa05ywE
