year,round,country,votingCountry,voteType,points
1981,f,at,se,t,2
1981,f,tr,lu,t,1
1981,f,tr,yu,t,3
1981,f,tr,fi,t,5
1981,f,de,at,t,5
1981,f,de,tr,t,12
1981,f,de,lu,t,3
1981,f,de,il,t,8
1981,f,de,dk,t,8
1981,f,de,yu,t,2
1981,f,de,fi,t,7
1981,f,de,fr,t,8
1981,f,de,es,t,12
1981,f,de,nl,t,3
1981,f,de,ie,t,6
1981,f,de,no,t,4
1981,f,de,gb,t,7
1981,f,de,pt,t,12
1981,f,de,be,t,10
1981,f,de,gr,t,5
1981,f,de,cy,t,8
1981,f,de,se,t,12
1981,f,lu,at,t,10
1981,f,lu,de,t,5
1981,f,lu,il,t,3
1981,f,lu,fi,t,4
1981,f,lu,fr,t,3
1981,f,lu,es,t,1
1981,f,lu,pt,t,4
1981,f,lu,ch,t,6
1981,f,lu,se,t,5
1981,f,il,at,t,8
1981,f,il,lu,t,4
1981,f,il,fi,t,6
1981,f,il,nl,t,7
1981,f,il,ie,t,7
1981,f,il,no,t,8
1981,f,il,gb,t,4
1981,f,il,pt,t,5
1981,f,il,ch,t,4
1981,f,il,se,t,3
1981,f,dk,tr,t,1
1981,f,dk,de,t,1
1981,f,dk,lu,t,7
1981,f,dk,fr,t,4
1981,f,dk,es,t,3
1981,f,dk,nl,t,2
1981,f,dk,gb,t,5
1981,f,dk,pt,t,2
1981,f,dk,be,t,12
1981,f,dk,se,t,4
1981,f,yu,tr,t,4
1981,f,yu,fi,t,8
1981,f,yu,ie,t,2
1981,f,yu,no,t,1
1981,f,yu,be,t,5
1981,f,yu,gr,t,2
1981,f,yu,cy,t,3
1981,f,yu,ch,t,10
1981,f,fi,il,t,2
1981,f,fi,fr,t,1
1981,f,fi,es,t,2
1981,f,fi,nl,t,5
1981,f,fi,ie,t,5
1981,f,fi,pt,t,1
1981,f,fi,ch,t,5
1981,f,fi,se,t,6
1981,f,fr,at,t,12
1981,f,fr,de,t,12
1981,f,fr,lu,t,12
1981,f,fr,il,t,7
1981,f,fr,dk,t,2
1981,f,fr,yu,t,4
1981,f,fr,fi,t,10
1981,f,fr,nl,t,6
1981,f,fr,ie,t,4
1981,f,fr,no,t,5
1981,f,fr,gb,t,1
1981,f,fr,pt,t,10
1981,f,fr,be,t,3
1981,f,fr,gr,t,8
1981,f,fr,cy,t,7
1981,f,fr,ch,t,12
1981,f,fr,se,t,10
1981,f,es,tr,t,10
1981,f,es,il,t,6
1981,f,es,nl,t,4
1981,f,es,ie,t,3
1981,f,es,no,t,10
1981,f,es,pt,t,3
1981,f,es,ch,t,2
1981,f,nl,at,t,3
1981,f,nl,tr,t,5
1981,f,nl,de,t,3
1981,f,nl,il,t,4
1981,f,nl,dk,t,7
1981,f,nl,fr,t,2
1981,f,nl,es,t,7
1981,f,nl,gb,t,6
1981,f,nl,pt,t,7
1981,f,nl,be,t,2
1981,f,nl,gr,t,3
1981,f,nl,cy,t,2
1981,f,ie,at,t,7
1981,f,ie,tr,t,3
1981,f,ie,de,t,6
1981,f,ie,lu,t,10
1981,f,ie,il,t,10
1981,f,ie,dk,t,12
1981,f,ie,yu,t,5
1981,f,ie,fr,t,6
1981,f,ie,es,t,5
1981,f,ie,nl,t,10
1981,f,ie,be,t,1
1981,f,ie,gr,t,10
1981,f,ie,cy,t,12
1981,f,ie,ch,t,1
1981,f,ie,se,t,7
1981,f,gb,at,t,4
1981,f,gb,tr,t,8
1981,f,gb,de,t,4
1981,f,gb,lu,t,5
1981,f,gb,il,t,12
1981,f,gb,dk,t,10
1981,f,gb,yu,t,10
1981,f,gb,fi,t,3
1981,f,gb,fr,t,7
1981,f,gb,es,t,8
1981,f,gb,nl,t,12
1981,f,gb,ie,t,10
1981,f,gb,no,t,3
1981,f,gb,pt,t,6
1981,f,gb,be,t,8
1981,f,gb,gr,t,6
1981,f,gb,cy,t,4
1981,f,gb,ch,t,8
1981,f,gb,se,t,8
1981,f,pt,de,t,8
1981,f,pt,gr,t,1
1981,f,be,at,t,1
1981,f,be,tr,t,7
1981,f,be,il,t,1
1981,f,be,dk,t,6
1981,f,be,yu,t,8
1981,f,be,fi,t,2
1981,f,be,gb,t,3
1981,f,be,gr,t,7
1981,f,be,cy,t,5
1981,f,gr,at,t,6
1981,f,gr,de,t,2
1981,f,gr,lu,t,6
1981,f,gr,yu,t,1
1981,f,gr,es,t,10
1981,f,gr,ie,t,1
1981,f,gr,no,t,2
1981,f,gr,gb,t,8
1981,f,gr,be,t,6
1981,f,gr,cy,t,6
1981,f,gr,ch,t,7
1981,f,cy,il,t,5
1981,f,cy,dk,t,3
1981,f,cy,yu,t,6
1981,f,cy,nl,t,8
1981,f,cy,ie,t,8
1981,f,cy,no,t,7
1981,f,cy,gb,t,10
1981,f,cy,be,t,7
1981,f,cy,gr,t,12
1981,f,cy,ch,t,3
1981,f,ch,at,t,2
1981,f,ch,tr,t,2
1981,f,ch,de,t,7
1981,f,ch,lu,t,8
1981,f,ch,dk,t,4
1981,f,ch,yu,t,12
1981,f,ch,fi,t,12
1981,f,ch,fr,t,10
1981,f,ch,es,t,4
1981,f,ch,nl,t,1
1981,f,ch,ie,t,12
1981,f,ch,no,t,12
1981,f,ch,gb,t,12
1981,f,ch,pt,t,8
1981,f,ch,gr,t,4
1981,f,ch,cy,t,10
1981,f,ch,se,t,1
1981,f,se,de,t,10
1981,f,se,lu,t,2
1981,f,se,dk,t,5
1981,f,se,yu,t,7
1981,f,se,fi,t,1
1981,f,se,fr,t,12
1981,f,se,no,t,6
1981,f,se,gb,t,2
1981,f,se,be,t,4
1981,f,se,cy,t,1
1982,f,pt,lu,t,7
1982,f,pt,gb,t,4
1982,f,pt,tr,t,5
1982,f,pt,fi,t,2
1982,f,pt,ch,t,1
1982,f,pt,se,t,6
1982,f,pt,il,t,1
1982,f,pt,nl,t,4
1982,f,pt,ie,t,2
1982,f,lu,pt,t,6
1982,f,lu,no,t,7
1982,f,lu,gb,t,6
1982,f,lu,tr,t,3
1982,f,lu,fi,t,7
1982,f,lu,at,t,2
1982,f,lu,be,t,8
1982,f,lu,es,t,5
1982,f,lu,dk,t,4
1982,f,lu,il,t,5
1982,f,lu,nl,t,7
1982,f,lu,ie,t,10
1982,f,lu,de,t,8
1982,f,no,lu,t,6
1982,f,no,cy,t,4
1982,f,no,se,t,4
1982,f,no,at,t,6
1982,f,no,be,t,2
1982,f,no,es,t,2
1982,f,no,ie,t,6
1982,f,no,de,t,10
1982,f,gb,pt,t,4
1982,f,gb,lu,t,12
1982,f,gb,no,t,6
1982,f,gb,tr,t,10
1982,f,gb,fi,t,4
1982,f,gb,ch,t,5
1982,f,gb,cy,t,3
1982,f,gb,at,t,12
1982,f,gb,es,t,1
1982,f,gb,dk,t,2
1982,f,gb,yu,t,6
1982,f,gb,il,t,2
1982,f,gb,nl,t,1
1982,f,gb,ie,t,7
1982,f,gb,de,t,1
1982,f,tr,lu,t,8
1982,f,tr,no,t,3
1982,f,tr,fi,t,1
1982,f,tr,ch,t,3
1982,f,tr,at,t,3
1982,f,tr,nl,t,2
1982,f,ch,pt,t,2
1982,f,ch,lu,t,2
1982,f,ch,no,t,4
1982,f,ch,gb,t,12
1982,f,ch,tr,t,2
1982,f,ch,cy,t,6
1982,f,ch,se,t,2
1982,f,ch,at,t,10
1982,f,ch,be,t,12
1982,f,ch,dk,t,7
1982,f,ch,yu,t,10
1982,f,ch,il,t,10
1982,f,ch,nl,t,10
1982,f,ch,ie,t,8
1982,f,cy,pt,t,5
1982,f,cy,lu,t,4
1982,f,cy,no,t,12
1982,f,cy,gb,t,3
1982,f,cy,fi,t,8
1982,f,cy,ch,t,8
1982,f,cy,at,t,5
1982,f,cy,be,t,3
1982,f,cy,es,t,7
1982,f,cy,yu,t,5
1982,f,cy,il,t,7
1982,f,cy,nl,t,12
1982,f,cy,de,t,6
1982,f,se,pt,t,7
1982,f,se,lu,t,3
1982,f,se,no,t,8
1982,f,se,gb,t,5
1982,f,se,fi,t,3
1982,f,se,ch,t,4
1982,f,se,at,t,8
1982,f,se,be,t,5
1982,f,se,es,t,4
1982,f,se,dk,t,8
1982,f,se,yu,t,2
1982,f,se,nl,t,5
1982,f,se,ie,t,3
1982,f,se,de,t,2
1982,f,at,gb,t,10
1982,f,at,tr,t,7
1982,f,at,cy,t,7
1982,f,at,be,t,6
1982,f,at,es,t,8
1982,f,at,dk,t,6
1982,f,at,yu,t,4
1982,f,at,il,t,4
1982,f,at,ie,t,5
1982,f,be,pt,t,8
1982,f,be,lu,t,5
1982,f,be,no,t,5
1982,f,be,gb,t,2
1982,f,be,tr,t,6
1982,f,be,fi,t,5
1982,f,be,ch,t,2
1982,f,be,cy,t,8
1982,f,be,se,t,7
1982,f,be,at,t,4
1982,f,be,es,t,10
1982,f,be,dk,t,10
1982,f,be,yu,t,7
1982,f,be,il,t,6
1982,f,be,nl,t,3
1982,f,be,ie,t,4
1982,f,be,de,t,4
1982,f,es,lu,t,1
1982,f,es,tr,t,8
1982,f,es,fi,t,6
1982,f,es,ch,t,7
1982,f,es,cy,t,10
1982,f,es,be,t,4
1982,f,es,yu,t,1
1982,f,es,il,t,8
1982,f,es,de,t,7
1982,f,dk,pt,t,3
1982,f,dk,se,t,1
1982,f,dk,ie,t,1
1982,f,yu,tr,t,4
1982,f,yu,cy,t,1
1982,f,yu,se,t,12
1982,f,yu,be,t,1
1982,f,yu,dk,t,3
1982,f,il,pt,t,10
1982,f,il,lu,t,10
1982,f,il,no,t,1
1982,f,il,gb,t,1
1982,f,il,fi,t,12
1982,f,il,ch,t,10
1982,f,il,cy,t,2
1982,f,il,se,t,10
1982,f,il,at,t,7
1982,f,il,be,t,7
1982,f,il,es,t,6
1982,f,il,dk,t,1
1982,f,il,yu,t,3
1982,f,il,nl,t,8
1982,f,il,de,t,12
1982,f,nl,se,t,3
1982,f,nl,de,t,5
1982,f,ie,pt,t,1
1982,f,ie,no,t,2
1982,f,ie,gb,t,7
1982,f,ie,tr,t,1
1982,f,ie,ch,t,6
1982,f,ie,cy,t,5
1982,f,ie,se,t,5
1982,f,ie,es,t,3
1982,f,ie,dk,t,5
1982,f,ie,yu,t,8
1982,f,ie,il,t,3
1982,f,ie,de,t,3
1982,f,de,pt,t,12
1982,f,de,no,t,10
1982,f,de,gb,t,8
1982,f,de,tr,t,12
1982,f,de,fi,t,10
1982,f,de,ch,t,12
1982,f,de,cy,t,12
1982,f,de,se,t,8
1982,f,de,at,t,1
1982,f,de,be,t,10
1982,f,de,es,t,12
1982,f,de,dk,t,12
1982,f,de,yu,t,12
1982,f,de,il,t,12
1982,f,de,nl,t,6
1982,f,de,ie,t,12
1983,f,fr,no,t,3
1983,f,fr,it,t,10
1983,f,fr,ch,t,10
1983,f,fr,fi,t,6
1983,f,fr,gr,t,7
1983,f,fr,nl,t,2
1983,f,fr,yu,t,3
1983,f,fr,cy,t,4
1983,f,fr,de,t,4
1983,f,fr,il,t,1
1983,f,fr,pt,t,3
1983,f,fr,lu,t,3
1983,f,no,gb,t,5
1983,f,no,se,t,3
1983,f,no,tr,t,6
1983,f,no,nl,t,8
1983,f,no,de,t,1
1983,f,no,dk,t,8
1983,f,no,il,t,4
1983,f,no,pt,t,6
1983,f,no,at,t,3
1983,f,no,be,t,7
1983,f,no,lu,t,2
1983,f,gb,fr,t,5
1983,f,gb,no,t,5
1983,f,gb,se,t,12
1983,f,gb,it,t,2
1983,f,gb,tr,t,5
1983,f,gb,ch,t,8
1983,f,gb,gr,t,5
1983,f,gb,nl,t,5
1983,f,gb,cy,t,6
1983,f,gb,de,t,3
1983,f,gb,dk,t,5
1983,f,gb,pt,t,2
1983,f,gb,at,t,10
1983,f,gb,lu,t,6
1983,f,se,fr,t,6
1983,f,se,no,t,12
1983,f,se,gb,t,8
1983,f,se,it,t,8
1983,f,se,tr,t,7
1983,f,se,es,t,2
1983,f,se,ch,t,5
1983,f,se,fi,t,10
1983,f,se,gr,t,10
1983,f,se,nl,t,3
1983,f,se,yu,t,1
1983,f,se,cy,t,7
1983,f,se,de,t,12
1983,f,se,dk,t,10
1983,f,se,il,t,8
1983,f,se,pt,t,4
1983,f,se,at,t,8
1983,f,se,be,t,5
1983,f,it,fr,t,7
1983,f,it,se,t,2
1983,f,it,tr,t,4
1983,f,it,es,t,3
1983,f,it,fi,t,1
1983,f,it,gr,t,2
1983,f,it,yu,t,8
1983,f,it,cy,t,1
1983,f,it,il,t,6
1983,f,it,pt,t,7
1983,f,ch,no,t,1
1983,f,ch,it,t,7
1983,f,ch,es,t,1
1983,f,ch,yu,t,7
1983,f,ch,at,t,6
1983,f,ch,be,t,1
1983,f,ch,lu,t,5
1983,f,fi,fr,t,1
1983,f,fi,no,t,2
1983,f,fi,gb,t,6
1983,f,fi,tr,t,3
1983,f,fi,ch,t,4
1983,f,fi,gr,t,8
1983,f,fi,de,t,7
1983,f,fi,il,t,7
1983,f,fi,at,t,2
1983,f,fi,lu,t,1
1983,f,gr,fr,t,3
1983,f,gr,es,t,12
1983,f,gr,fi,t,5
1983,f,gr,cy,t,12
1983,f,nl,fr,t,2
1983,f,nl,no,t,7
1983,f,nl,gb,t,1
1983,f,nl,se,t,6
1983,f,nl,it,t,4
1983,f,nl,tr,t,2
1983,f,nl,ch,t,12
1983,f,nl,fi,t,3
1983,f,nl,yu,t,5
1983,f,nl,cy,t,5
1983,f,nl,de,t,2
1983,f,nl,dk,t,4
1983,f,nl,il,t,3
1983,f,nl,at,t,4
1983,f,nl,be,t,2
1983,f,nl,lu,t,4
1983,f,yu,no,t,8
1983,f,yu,gb,t,12
1983,f,yu,it,t,1
1983,f,yu,tr,t,12
1983,f,yu,es,t,10
1983,f,yu,fi,t,12
1983,f,yu,gr,t,6
1983,f,yu,nl,t,7
1983,f,yu,cy,t,8
1983,f,yu,de,t,6
1983,f,yu,dk,t,12
1983,f,yu,il,t,10
1983,f,yu,at,t,1
1983,f,yu,be,t,12
1983,f,yu,lu,t,8
1983,f,cy,no,t,4
1983,f,cy,ch,t,1
1983,f,cy,yu,t,6
1983,f,cy,de,t,5
1983,f,cy,dk,t,1
1983,f,cy,il,t,5
1983,f,cy,be,t,4
1983,f,de,fr,t,10
1983,f,de,no,t,10
1983,f,de,gb,t,7
1983,f,de,se,t,8
1983,f,de,it,t,6
1983,f,de,ch,t,2
1983,f,de,fi,t,4
1983,f,de,gr,t,1
1983,f,de,nl,t,10
1983,f,de,dk,t,3
1983,f,de,pt,t,8
1983,f,de,at,t,7
1983,f,de,be,t,6
1983,f,de,lu,t,12
1983,f,dk,gb,t,2
1983,f,dk,se,t,7
1983,f,dk,tr,t,1
1983,f,dk,es,t,4
1983,f,dk,cy,t,2
1983,f,il,fr,t,8
1983,f,il,no,t,6
1983,f,il,gb,t,10
1983,f,il,se,t,5
1983,f,il,it,t,3
1983,f,il,es,t,6
1983,f,il,ch,t,7
1983,f,il,fi,t,7
1983,f,il,gr,t,3
1983,f,il,nl,t,12
1983,f,il,yu,t,10
1983,f,il,de,t,10
1983,f,il,dk,t,7
1983,f,il,pt,t,10
1983,f,il,at,t,12
1983,f,il,be,t,10
1983,f,il,lu,t,10
1983,f,pt,fr,t,4
1983,f,pt,se,t,1
1983,f,pt,es,t,5
1983,f,pt,ch,t,6
1983,f,pt,fi,t,2
1983,f,pt,nl,t,6
1983,f,pt,yu,t,2
1983,f,pt,lu,t,7
1983,f,at,gb,t,3
1983,f,at,se,t,4
1983,f,at,it,t,5
1983,f,at,tr,t,10
1983,f,at,gr,t,4
1983,f,at,nl,t,4
1983,f,at,yu,t,4
1983,f,at,cy,t,3
1983,f,at,dk,t,6
1983,f,at,il,t,2
1983,f,at,pt,t,5
1983,f,at,be,t,3
1983,f,be,gb,t,4
1983,f,be,es,t,8
1983,f,be,pt,t,1
1983,f,lu,fr,t,12
1983,f,lu,se,t,10
1983,f,lu,it,t,12
1983,f,lu,tr,t,8
1983,f,lu,es,t,7
1983,f,lu,ch,t,3
1983,f,lu,fi,t,8
1983,f,lu,gr,t,12
1983,f,lu,nl,t,1
1983,f,lu,yu,t,12
1983,f,lu,cy,t,10
1983,f,lu,de,t,8
1983,f,lu,dk,t,2
1983,f,lu,il,t,12
1983,f,lu,pt,t,12
1983,f,lu,at,t,5
1983,f,lu,be,t,8
1984,f,se,lu,t,6
1984,f,se,fr,t,6
1984,f,se,es,t,4
1984,f,se,no,t,10
1984,f,se,gb,t,7
1984,f,se,cy,t,12
1984,f,se,be,t,7
1984,f,se,ie,t,12
1984,f,se,dk,t,12
1984,f,se,nl,t,10
1984,f,se,yu,t,4
1984,f,se,at,t,12
1984,f,se,de,t,12
1984,f,se,tr,t,3
1984,f,se,fi,t,8
1984,f,se,ch,t,10
1984,f,se,it,t,6
1984,f,se,pt,t,4
1984,f,lu,es,t,7
1984,f,lu,cy,t,7
1984,f,lu,ie,t,5
1984,f,lu,dk,t,5
1984,f,lu,yu,t,8
1984,f,lu,tr,t,4
1984,f,lu,it,t,3
1984,f,fr,se,t,2
1984,f,fr,no,t,2
1984,f,fr,gb,t,6
1984,f,fr,cy,t,3
1984,f,fr,be,t,10
1984,f,fr,nl,t,12
1984,f,fr,at,t,8
1984,f,fr,ch,t,4
1984,f,fr,it,t,7
1984,f,fr,pt,t,7
1984,f,es,se,t,10
1984,f,es,lu,t,8
1984,f,es,fr,t,10
1984,f,es,no,t,6
1984,f,es,gb,t,4
1984,f,es,cy,t,6
1984,f,es,be,t,3
1984,f,es,ie,t,7
1984,f,es,dk,t,7
1984,f,es,nl,t,2
1984,f,es,yu,t,2
1984,f,es,at,t,6
1984,f,es,tr,t,12
1984,f,es,ch,t,3
1984,f,es,it,t,8
1984,f,es,pt,t,12
1984,f,no,se,t,8
1984,f,no,lu,t,7
1984,f,no,be,t,1
1984,f,no,ie,t,3
1984,f,no,de,t,2
1984,f,no,fi,t,6
1984,f,no,ch,t,2
1984,f,gb,se,t,3
1984,f,gb,lu,t,1
1984,f,gb,es,t,3
1984,f,gb,no,t,8
1984,f,gb,cy,t,2
1984,f,gb,be,t,2
1984,f,gb,ie,t,8
1984,f,gb,dk,t,1
1984,f,gb,nl,t,4
1984,f,gb,yu,t,1
1984,f,gb,at,t,2
1984,f,gb,de,t,7
1984,f,gb,tr,t,1
1984,f,gb,fi,t,4
1984,f,gb,it,t,10
1984,f,gb,pt,t,6
1984,f,cy,se,t,4
1984,f,cy,fr,t,1
1984,f,cy,ie,t,4
1984,f,cy,dk,t,10
1984,f,cy,yu,t,12
1984,f,be,lu,t,12
1984,f,be,fr,t,12
1984,f,be,es,t,2
1984,f,be,no,t,3
1984,f,be,nl,t,8
1984,f,be,at,t,3
1984,f,be,de,t,4
1984,f,be,tr,t,5
1984,f,be,fi,t,10
1984,f,be,it,t,1
1984,f,be,pt,t,10
1984,f,ie,se,t,12
1984,f,ie,lu,t,5
1984,f,ie,fr,t,3
1984,f,ie,es,t,10
1984,f,ie,no,t,4
1984,f,ie,gb,t,8
1984,f,ie,cy,t,10
1984,f,ie,be,t,12
1984,f,ie,dk,t,3
1984,f,ie,nl,t,7
1984,f,ie,at,t,10
1984,f,ie,de,t,10
1984,f,ie,tr,t,10
1984,f,ie,fi,t,7
1984,f,ie,ch,t,12
1984,f,ie,it,t,12
1984,f,ie,pt,t,2
1984,f,dk,se,t,5
1984,f,dk,lu,t,3
1984,f,dk,fr,t,8
1984,f,dk,es,t,6
1984,f,dk,no,t,12
1984,f,dk,gb,t,12
1984,f,dk,cy,t,5
1984,f,dk,be,t,8
1984,f,dk,ie,t,10
1984,f,dk,nl,t,3
1984,f,dk,yu,t,6
1984,f,dk,at,t,4
1984,f,dk,de,t,5
1984,f,dk,tr,t,2
1984,f,dk,fi,t,5
1984,f,dk,ch,t,1
1984,f,dk,it,t,5
1984,f,dk,pt,t,1
1984,f,nl,lu,t,2
1984,f,nl,fr,t,7
1984,f,nl,es,t,8
1984,f,nl,gb,t,1
1984,f,nl,ie,t,6
1984,f,nl,yu,t,5
1984,f,nl,ch,t,5
1984,f,yu,fr,t,2
1984,f,yu,gb,t,3
1984,f,yu,cy,t,8
1984,f,yu,de,t,3
1984,f,yu,tr,t,8
1984,f,yu,fi,t,2
1984,f,at,ie,t,1
1984,f,at,dk,t,4
1984,f,de,fr,t,4
1984,f,de,no,t,7
1984,f,de,gb,t,2
1984,f,de,be,t,6
1984,f,de,dk,t,2
1984,f,de,nl,t,5
1984,f,de,at,t,1
1984,f,de,it,t,2
1984,f,de,pt,t,5
1984,f,tr,se,t,6
1984,f,tr,gb,t,5
1984,f,tr,be,t,4
1984,f,tr,ie,t,2
1984,f,tr,nl,t,1
1984,f,tr,yu,t,10
1984,f,tr,fi,t,3
1984,f,tr,ch,t,6
1984,f,fi,se,t,7
1984,f,fi,fr,t,5
1984,f,fi,es,t,1
1984,f,fi,no,t,5
1984,f,fi,cy,t,4
1984,f,fi,dk,t,6
1984,f,fi,yu,t,3
1984,f,fi,at,t,5
1984,f,fi,de,t,1
1984,f,fi,tr,t,6
1984,f,fi,pt,t,3
1984,f,ch,se,t,1
1984,f,ch,gb,t,10
1984,f,ch,cy,t,1
1984,f,ch,be,t,5
1984,f,ch,dk,t,8
1984,f,ch,fi,t,1
1984,f,ch,it,t,4
1984,f,it,lu,t,10
1984,f,it,es,t,12
1984,f,it,no,t,1
1984,f,it,at,t,7
1984,f,it,de,t,6
1984,f,it,tr,t,7
1984,f,it,fi,t,12
1984,f,it,ch,t,7
1984,f,it,pt,t,8
1984,f,pt,lu,t,4
1984,f,pt,es,t,5
1984,f,pt,nl,t,6
1984,f,pt,yu,t,7
1984,f,pt,de,t,8
1984,f,pt,ch,t,8
1985,f,ie,fi,t,1
1985,f,ie,cy,t,7
1985,f,ie,dk,t,3
1985,f,ie,es,t,4
1985,f,ie,fr,t,3
1985,f,ie,tr,t,5
1985,f,ie,be,t,8
1985,f,ie,pt,t,8
1985,f,ie,de,t,4
1985,f,ie,il,t,8
1985,f,ie,it,t,12
1985,f,ie,no,t,3
1985,f,ie,gb,t,3
1985,f,ie,ch,t,5
1985,f,ie,se,t,7
1985,f,ie,at,t,10
1985,f,fi,ie,t,6
1985,f,fi,cy,t,6
1985,f,fi,es,t,6
1985,f,fi,tr,t,3
1985,f,fi,il,t,1
1985,f,fi,it,t,7
1985,f,fi,gb,t,7
1985,f,fi,ch,t,2
1985,f,fi,se,t,10
1985,f,fi,gr,t,10
1985,f,cy,ie,t,1
1985,f,cy,it,t,3
1985,f,cy,ch,t,3
1985,f,cy,gr,t,8
1985,f,dk,cy,t,3
1985,f,dk,fr,t,10
1985,f,dk,be,t,3
1985,f,dk,pt,t,1
1985,f,dk,de,t,6
1985,f,dk,it,t,2
1985,f,dk,no,t,6
1985,f,dk,se,t,5
1985,f,dk,at,t,5
1985,f,es,ie,t,2
1985,f,es,fi,t,8
1985,f,es,cy,t,1
1985,f,es,tr,t,12
1985,f,es,pt,t,2
1985,f,es,gb,t,4
1985,f,es,lu,t,1
1985,f,es,gr,t,6
1985,f,fr,fi,t,5
1985,f,fr,cy,t,4
1985,f,fr,tr,t,1
1985,f,fr,pt,t,3
1985,f,fr,il,t,3
1985,f,fr,it,t,10
1985,f,fr,gb,t,2
1985,f,fr,ch,t,4
1985,f,fr,se,t,6
1985,f,fr,at,t,3
1985,f,fr,lu,t,3
1985,f,fr,gr,t,12
1985,f,tr,ie,t,7
1985,f,tr,fi,t,2
1985,f,tr,es,t,3
1985,f,tr,be,t,1
1985,f,tr,de,t,2
1985,f,tr,no,t,1
1985,f,tr,gb,t,8
1985,f,tr,ch,t,12
1985,f,be,tr,t,7
1985,f,pt,tr,t,2
1985,f,pt,gr,t,7
1985,f,de,ie,t,4
1985,f,de,fi,t,10
1985,f,de,cy,t,12
1985,f,de,dk,t,10
1985,f,de,es,t,10
1985,f,de,fr,t,8
1985,f,de,be,t,10
1985,f,de,pt,t,7
1985,f,de,il,t,7
1985,f,de,no,t,8
1985,f,de,gb,t,1
1985,f,de,se,t,8
1985,f,de,lu,t,10
1985,f,il,ie,t,8
1985,f,il,cy,t,5
1985,f,il,dk,t,4
1985,f,il,es,t,8
1985,f,il,fr,t,12
1985,f,il,pt,t,5
1985,f,il,de,t,7
1985,f,il,it,t,5
1985,f,il,no,t,10
1985,f,il,gb,t,5
1985,f,il,ch,t,7
1985,f,il,se,t,2
1985,f,il,at,t,7
1985,f,il,lu,t,6
1985,f,il,gr,t,2
1985,f,it,fi,t,6
1985,f,it,cy,t,10
1985,f,it,dk,t,1
1985,f,it,es,t,12
1985,f,it,fr,t,5
1985,f,it,tr,t,8
1985,f,it,be,t,2
1985,f,it,pt,t,12
1985,f,it,il,t,4
1985,f,it,at,t,6
1985,f,it,lu,t,12
1985,f,no,ie,t,12
1985,f,no,fi,t,4
1985,f,no,dk,t,12
1985,f,no,es,t,1
1985,f,no,fr,t,2
1985,f,no,be,t,12
1985,f,no,de,t,12
1985,f,no,il,t,12
1985,f,no,it,t,6
1985,f,no,gb,t,12
1985,f,no,ch,t,6
1985,f,no,se,t,12
1985,f,no,at,t,12
1985,f,no,lu,t,7
1985,f,no,gr,t,1
1985,f,gb,ie,t,5
1985,f,gb,fi,t,7
1985,f,gb,dk,t,5
1985,f,gb,es,t,5
1985,f,gb,fr,t,6
1985,f,gb,tr,t,10
1985,f,gb,be,t,6
1985,f,gb,pt,t,6
1985,f,gb,de,t,5
1985,f,gb,il,t,2
1985,f,gb,it,t,8
1985,f,gb,no,t,7
1985,f,gb,ch,t,10
1985,f,gb,se,t,4
1985,f,gb,at,t,2
1985,f,gb,lu,t,8
1985,f,gb,gr,t,4
1985,f,ch,fi,t,3
1985,f,ch,cy,t,2
1985,f,ch,dk,t,6
1985,f,ch,tr,t,6
1985,f,ch,be,t,5
1985,f,ch,pt,t,4
1985,f,ch,de,t,1
1985,f,ch,no,t,5
1985,f,ch,se,t,1
1985,f,ch,at,t,1
1985,f,ch,lu,t,2
1985,f,ch,gr,t,3
1985,f,se,ie,t,10
1985,f,se,fi,t,12
1985,f,se,dk,t,8
1985,f,se,es,t,2
1985,f,se,fr,t,7
1985,f,se,tr,t,4
1985,f,se,be,t,7
1985,f,se,de,t,8
1985,f,se,il,t,6
1985,f,se,it,t,4
1985,f,se,no,t,12
1985,f,se,gb,t,6
1985,f,se,ch,t,8
1985,f,se,at,t,4
1985,f,se,lu,t,5
1985,f,at,ie,t,3
1985,f,at,dk,t,7
1985,f,at,fr,t,1
1985,f,at,be,t,4
1985,f,at,de,t,10
1985,f,at,il,t,10
1985,f,at,no,t,2
1985,f,at,gb,t,10
1985,f,at,ch,t,1
1985,f,at,se,t,3
1985,f,at,lu,t,4
1985,f,at,gr,t,5
1985,f,lu,dk,t,2
1985,f,lu,fr,t,4
1985,f,lu,pt,t,10
1985,f,lu,de,t,3
1985,f,lu,il,t,5
1985,f,lu,it,t,1
1985,f,lu,no,t,4
1985,f,lu,at,t,8
1985,f,gr,cy,t,8
1985,f,gr,es,t,7
1986,f,lu,yu,t,5
1986,f,lu,fr,t,8
1986,f,lu,no,t,12
1986,f,lu,gb,t,8
1986,f,lu,is,t,1
1986,f,lu,nl,t,8
1986,f,lu,ch,t,2
1986,f,lu,il,t,4
1986,f,lu,ie,t,7
1986,f,lu,be,t,10
1986,f,lu,de,t,12
1986,f,lu,cy,t,8
1986,f,lu,at,t,10
1986,f,lu,se,t,10
1986,f,lu,dk,t,2
1986,f,lu,fi,t,4
1986,f,lu,pt,t,6
1986,f,yu,lu,t,2
1986,f,yu,gb,t,7
1986,f,yu,is,t,5
1986,f,yu,nl,t,7
1986,f,yu,tr,t,3
1986,f,yu,es,t,3
1986,f,yu,il,t,1
1986,f,yu,ie,t,3
1986,f,yu,be,t,4
1986,f,yu,cy,t,12
